Frame,Time_Sec,Center_X,Center_Y,Angle_rad
1214,6.0700,144.6223,338.9201,-0.2196
1215,6.0750,170.6525,343.3610,-0.2069
1216,6.0800,206.1006,350.8459,-0.1897
1217,6.0850,247.2753,354.6370,-0.1698
1218,6.0900,284.2739,358.0950,-0.1519
1219,6.0950,330.4387,361.5814,-0.1297
1220,6.1000,379.7466,363.7448,-0.1061
1221,6.1050,420.1667,364.3680,-0.0867
1222,6.1100,470.1745,363.4034,-0.0628
1223,6.1150,518.7457,360.5713,-0.0397
1224,6.1200,556.3511,356.9266,-0.0218
1225,6.1250,601.5899,351.9450,-0.0002
1226,6.1300,640.2038,346.6143,0.0182
